freq,nrg_bal,unit,geo,time,value,dataset
Annual,Renewable energy - heating and cooling,Percentage,France,2011,15.263,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2012,16.589,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2013,17.608,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2014,18.047,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2015,18.879,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2016,20.12,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2017,20.599,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2018,21.216,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2019,22.36,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2020,23.368,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2021,24.757,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2022,26.603,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2023,30.182,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,France,2024,31.316,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2004,29.406,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2005,30.002,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2006,29.069,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2007,29.301,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2008,28.818,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2009,31.298,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2010,32.881,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2011,33.82,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2012,36.554,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2013,37.308,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2014,36.219,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2015,38.619,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2016,37.636,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2017,36.627,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2018,36.65,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2019,36.791,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2020,36.928,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2021,38.006,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2022,37.213,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2023,36.173,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Croatia,2024,34.805,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2004,5.713,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2005,8.223,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2006,10.094,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2007,13.334,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2008,15.311,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2009,16.431,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2010,15.642,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2011,13.818,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2012,16.984,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2013,18.092,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2014,18.914,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2015,19.255,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2016,18.887,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2017,20.083,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2018,19.279,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2019,19.699,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2020,19.949,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2021,19.354,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2022,19.901,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2023,20.283,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Italy,2024,20.223,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2004,9.264,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2005,9.97,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2006,10.434,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2007,13.064,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2008,14.469,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2009,17.313,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2010,18.813,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2011,19.977,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2012,21.764,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2013,22.537,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2014,22.186,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2015,24.066,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2016,24.69,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2017,26.42,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2018,37.164,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2019,35.051,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2020,37.117,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2021,42.595,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2022,41.56,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2023,42.75,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Cyprus,2024,42.297,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2004,42.488,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2005,42.679,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2006,42.594,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2007,42.363,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2008,42.937,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2009,47.887,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2010,40.745,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2011,44.71,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2012,47.265,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2013,49.65,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2014,52.15,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2015,51.738,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2016,51.812,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2017,54.582,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2018,55.413,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2019,57.749,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2020,57.094,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2021,57.383,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2022,60.996,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2023,61.401,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Latvia,2024,61.787,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2004,30.439,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2005,29.318,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2006,29.227,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2007,29.094,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2008,31.992,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2009,33.72,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2010,32.534,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2011,32.788,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2012,34.535,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2013,36.873,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2014,40.628,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2015,46.081,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2016,46.563,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2017,46.495,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2018,46.016,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2019,47.372,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2020,50.35,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2021,48.625,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2022,51.54,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2023,53.611,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Lithuania,2024,52.084,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2004,1.822,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2005,3.612,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2006,3.63,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2007,4.354,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2008,4.571,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2009,4.629,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2010,4.704,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2011,4.736,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2012,4.932,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2013,5.33,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2014,7.07,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2015,6.858,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2016,7.058,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2017,7.45,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2018,8.362,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2019,8.687,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2020,12.614,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2021,12.842,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2022,14.976,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2023,15.388,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Luxembourg,2024,19.033,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2004,6.45,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2005,9.935,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2006,11.38,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2007,13.544,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2008,11.97,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2009,17.019,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2010,18.077,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2011,20.043,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2012,23.313,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2013,23.699,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2014,21.283,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2015,21.335,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2016,21.027,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2017,19.902,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2018,18.204,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2019,18.16,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2020,17.72,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2021,17.898,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2022,20.232,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2023,22.268,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Hungary,2024,22.608,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2004,1.035,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2005,1.028,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2006,1.363,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2007,1.507,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2008,1.696,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2009,2.011,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2010,7.282,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2011,12.026,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2012,13.397,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2013,15.399,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2014,15.028,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2015,14.639,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2016,16.854,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2017,19.314,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2018,22.825,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2019,23.602,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2020,23.027,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2021,32.606,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2022,40.224,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2023,53.231,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Malta,2024,59.209,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2004,2.178,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2005,2.379,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2006,2.7,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2007,2.914,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2008,3.024,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2009,3.37,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2010,3.1,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2011,3.688,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2012,3.768,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2013,4.002,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2014,4.925,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2015,5.278,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2016,5.192,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2017,5.75,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2018,6.16,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2019,7.217,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2020,8.053,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2021,8.071,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2022,9.192,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2023,10.359,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Netherlands,2024,11.274,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2004,20.165,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2005,22.817,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2006,24.491,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2007,27.142,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2008,27.195,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2009,29.626,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2010,30.959,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2011,31.517,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2012,33.077,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2013,33.222,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2014,33.375,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2015,33.231,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2016,33.48,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2017,33.67,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2018,34.178,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2019,33.929,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2020,34.995,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2021,33.127,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2022,31.819,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2023,40.77,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Austria,2024,42.169,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2004,10.207,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2005,10.161,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2006,10.168,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2007,10.46,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2008,10.846,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2009,11.607,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2010,11.812,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2011,13.24,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2012,13.497,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2013,14.265,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2014,14.237,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2015,14.795,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2016,14.919,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2017,14.779,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2018,21.473,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2019,22.005,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2020,22.143,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2021,20.978,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2022,22.095,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2023,20.61,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Poland,2024,21.287,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2004,32.49,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2005,32.075,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2006,34.234,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2007,34.951,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2008,37.451,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2009,37.931,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2010,33.814,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2011,35.184,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2012,33.153,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2013,34.628,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2014,40.454,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2015,40.1,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2016,41.614,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2017,41.022,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2018,40.924,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2019,41.657,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2020,41.546,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2021,42.681,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2022,45.545,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2023,47.098,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Portugal,2024,46.952,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2004,17.337,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2005,17.928,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2006,17.582,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2007,19.465,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2008,23.167,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2009,26.433,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2010,27.227,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2011,24.306,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2012,25.745,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2013,26.195,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2014,26.739,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2015,25.886,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2016,26.865,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2017,26.581,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2018,25.434,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2019,25.739,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2020,25.327,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2021,24.573,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2022,26.251,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2023,29.126,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Romania,2024,28.097,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2004,22.824,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2005,26.404,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2006,24.354,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2007,29.311,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2008,27.527,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2009,28.874,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2010,29.537,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2011,31.785,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2012,33.146,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2013,35.116,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2014,34.641,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2015,36.15,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2016,35.563,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2017,34.639,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2018,32.337,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2019,32.132,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2020,32.141,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2021,35.216,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2022,33.989,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2023,34.302,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovenia,2024,33.661,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2004,5.062,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2005,5.031,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2006,4.451,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2007,6.232,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2008,6.097,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2009,8.178,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2010,7.898,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2011,9.258,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2012,8.803,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2013,7.875,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2014,8.865,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2015,10.791,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2016,9.879,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2017,9.837,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2018,10.599,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2019,19.696,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2020,19.427,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2021,19.521,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2022,19.883,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2023,18.795,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Slovakia,2024,20.427,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2004,39.504,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2005,39.116,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2006,41.409,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2007,41.434,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2008,43.078,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2009,42.888,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2010,43.973,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2011,45.732,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2012,48.23,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2013,50.772,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2014,51.955,renewables_share
Annual,Renewable energy - heating and cooling,Percentage,Finland,2015,52.618,renewables_share
