freq,nrg_bal,unit,geo,time,value
Annual,Renewable energy - electricity,Percentage,Estonia,2004-01-01,0.546
Annual,Renewable energy - electricity,Percentage,Estonia,2005-01-01,1.127
Annual,Renewable energy - electricity,Percentage,Estonia,2006-01-01,1.428
Annual,Renewable energy - electricity,Percentage,Estonia,2007-01-01,1.432
Annual,Renewable energy - electricity,Percentage,Estonia,2008-01-01,1.972
Annual,Renewable energy - electricity,Percentage,Estonia,2009-01-01,5.966
Annual,Renewable energy - electricity,Percentage,Estonia,2010-01-01,10.294
Annual,Renewable energy - electricity,Percentage,Estonia,2011-01-01,12.199
Annual,Renewable energy - electricity,Percentage,Estonia,2012-01-01,15.67
Annual,Renewable energy - electricity,Percentage,Estonia,2013-01-01,12.948
Annual,Renewable energy - electricity,Percentage,Estonia,2014-01-01,14.017
Annual,Renewable energy - electricity,Percentage,Estonia,2015-01-01,16.152
Annual,Renewable energy - electricity,Percentage,Estonia,2016-01-01,16.194
Annual,Renewable energy - electricity,Percentage,Estonia,2017-01-01,17.583
Annual,Renewable energy - electricity,Percentage,Estonia,2018-01-01,19.679
Annual,Renewable energy - electricity,Percentage,Estonia,2019-01-01,21.998
Annual,Renewable energy - electricity,Percentage,Estonia,2020-01-01,28.293
Annual,Renewable energy - electricity,Percentage,Estonia,2021-01-01,29.197
Annual,Renewable energy - electricity,Percentage,Estonia,2022-01-01,29.115
Annual,Renewable energy - electricity,Percentage,Estonia,2023-01-01,31.845
Annual,Renewable energy - electricity,Percentage,Estonia,2024-01-01,38.882
Annual,Renewable energy - electricity,Percentage,Ireland,2004-01-01,6.031
Annual,Renewable energy - electricity,Percentage,Ireland,2005-01-01,7.196
Annual,Renewable energy - electricity,Percentage,Ireland,2006-01-01,8.505
Annual,Renewable energy - electricity,Percentage,Ireland,2007-01-01,9.534
Annual,Renewable energy - electricity,Percentage,Ireland,2008-01-01,10.822
Annual,Renewable energy - electricity,Percentage,Ireland,2009-01-01,14.061
Annual,Renewable energy - electricity,Percentage,Ireland,2010-01-01,15.642
Annual,Renewable energy - electricity,Percentage,Ireland,2011-01-01,18.252
Annual,Renewable energy - electricity,Percentage,Ireland,2012-01-01,19.838
Annual,Renewable energy - electricity,Percentage,Ireland,2013-01-01,20.96
Annual,Renewable energy - electricity,Percentage,Ireland,2014-01-01,23.32
Annual,Renewable energy - electricity,Percentage,Ireland,2015-01-01,25.725
Annual,Renewable energy - electricity,Percentage,Ireland,2016-01-01,27.069
Annual,Renewable energy - electricity,Percentage,Ireland,2017-01-01,30.318
Annual,Renewable energy - electricity,Percentage,Ireland,2018-01-01,33.317
Annual,Renewable energy - electricity,Percentage,Ireland,2019-01-01,36.46
Annual,Renewable energy - electricity,Percentage,Ireland,2020-01-01,39.055
Annual,Renewable energy - electricity,Percentage,Ireland,2021-01-01,37.665
Annual,Renewable energy - electricity,Percentage,Ireland,2022-01-01,37.387
Annual,Renewable energy - electricity,Percentage,Ireland,2023-01-01,40.43
Annual,Renewable energy - electricity,Percentage,Ireland,2024-01-01,41.336
Annual,Renewable energy - electricity,Percentage,Greece,2004-01-01,7.842
Annual,Renewable energy - electricity,Percentage,Greece,2005-01-01,8.213
Annual,Renewable energy - electricity,Percentage,Greece,2006-01-01,8.924
Annual,Renewable energy - electricity,Percentage,Greece,2007-01-01,9.33
Annual,Renewable energy - electricity,Percentage,Greece,2008-01-01,9.646
Annual,Renewable energy - electricity,Percentage,Greece,2009-01-01,11.016
Annual,Renewable energy - electricity,Percentage,Greece,2010-01-01,12.307
Annual,Renewable energy - electricity,Percentage,Greece,2011-01-01,13.81
Annual,Renewable energy - electricity,Percentage,Greece,2012-01-01,16.364
Annual,Renewable energy - electricity,Percentage,Greece,2013-01-01,21.241
Annual,Renewable energy - electricity,Percentage,Greece,2014-01-01,21.923
Annual,Renewable energy - electricity,Percentage,Greece,2015-01-01,22.089
Annual,Renewable energy - electricity,Percentage,Greece,2016-01-01,22.657
Annual,Renewable energy - electricity,Percentage,Greece,2017-01-01,24.464
Annual,Renewable energy - electricity,Percentage,Greece,2018-01-01,26.001
Annual,Renewable energy - electricity,Percentage,Greece,2019-01-01,31.295
Annual,Renewable energy - electricity,Percentage,Greece,2020-01-01,35.856
Annual,Renewable energy - electricity,Percentage,Greece,2021-01-01,35.881
Annual,Renewable energy - electricity,Percentage,Greece,2022-01-01,42.361
Annual,Renewable energy - electricity,Percentage,Greece,2023-01-01,48.225
Annual,Renewable energy - electricity,Percentage,Greece,2024-01-01,51.248
Annual,Renewable energy - electricity,Percentage,Spain,2004-01-01,19.018
Annual,Renewable energy - electricity,Percentage,Spain,2005-01-01,19.166
Annual,Renewable energy - electricity,Percentage,Spain,2006-01-01,20.027
Annual,Renewable energy - electricity,Percentage,Spain,2007-01-01,21.718
Annual,Renewable energy - electricity,Percentage,Spain,2008-01-01,23.777
Annual,Renewable energy - electricity,Percentage,Spain,2009-01-01,27.882
Annual,Renewable energy - electricity,Percentage,Spain,2010-01-01,29.748
Annual,Renewable energy - electricity,Percentage,Spain,2011-01-01,31.53
Annual,Renewable energy - electricity,Percentage,Spain,2012-01-01,33.438
Annual,Renewable energy - electricity,Percentage,Spain,2013-01-01,36.027
Annual,Renewable energy - electricity,Percentage,Spain,2014-01-01,37.128
Annual,Renewable energy - electricity,Percentage,Spain,2015-01-01,36.972
Annual,Renewable energy - electricity,Percentage,Spain,2016-01-01,36.676
Annual,Renewable energy - electricity,Percentage,Spain,2017-01-01,36.465
Annual,Renewable energy - electricity,Percentage,Spain,2018-01-01,35.236
Annual,Renewable energy - electricity,Percentage,Spain,2019-01-01,37.131
Annual,Renewable energy - electricity,Percentage,Spain,2020-01-01,42.944
Annual,Renewable energy - electricity,Percentage,Spain,2021-01-01,45.994
Annual,Renewable energy - electricity,Percentage,Spain,2022-01-01,50.888
Annual,Renewable energy - electricity,Percentage,Spain,2023-01-01,56.915
Annual,Renewable energy - electricity,Percentage,Spain,2024-01-01,59.673
Annual,Renewable energy - electricity,Percentage,France,2004-01-01,13.782
Annual,Renewable energy - electricity,Percentage,France,2005-01-01,13.738
Annual,Renewable energy - electricity,Percentage,France,2006-01-01,14.058
Annual,Renewable energy - electricity,Percentage,France,2007-01-01,14.289
Annual,Renewable energy - electricity,Percentage,France,2008-01-01,14.358
Annual,Renewable energy - electricity,Percentage,France,2009-01-01,15.088
Annual,Renewable energy - electricity,Percentage,France,2010-01-01,14.815
Annual,Renewable energy - electricity,Percentage,France,2011-01-01,16.179
Annual,Renewable energy - electricity,Percentage,France,2012-01-01,16.548
Annual,Renewable energy - electricity,Percentage,France,2013-01-01,16.977
Annual,Renewable energy - electricity,Percentage,France,2014-01-01,18.465
Annual,Renewable energy - electricity,Percentage,France,2015-01-01,18.821
Annual,Renewable energy - electricity,Percentage,France,2016-01-01,19.209
Annual,Renewable energy - electricity,Percentage,France,2017-01-01,19.933
Annual,Renewable energy - electricity,Percentage,France,2018-01-01,21.131
Annual,Renewable energy - electricity,Percentage,France,2019-01-01,22.389
Annual,Renewable energy - electricity,Percentage,France,2020-01-01,24.819
Annual,Renewable energy - electricity,Percentage,France,2021-01-01,24.815
Annual,Renewable energy - electricity,Percentage,France,2022-01-01,27.36
Annual,Renewable energy - electricity,Percentage,France,2023-01-01,30.295
Annual,Renewable energy - electricity,Percentage,France,2024-01-01,31.344
Annual,Renewable energy - electricity,Percentage,Croatia,2004-01-01,35.027
Annual,Renewable energy - electricity,Percentage,Croatia,2005-01-01,35.184
Annual,Renewable energy - electricity,Percentage,Croatia,2006-01-01,34.818
Annual,Renewable energy - electricity,Percentage,Croatia,2007-01-01,33.976
Annual,Renewable energy - electricity,Percentage,Croatia,2008-01-01,33.865
Annual,Renewable energy - electricity,Percentage,Croatia,2009-01-01,35.877
Annual,Renewable energy - electricity,Percentage,Croatia,2010-01-01,37.52
Annual,Renewable energy - electricity,Percentage,Croatia,2011-01-01,37.592
Annual,Renewable energy - electricity,Percentage,Croatia,2012-01-01,38.764
Annual,Renewable energy - electricity,Percentage,Croatia,2013-01-01,42.077
Annual,Renewable energy - electricity,Percentage,Croatia,2014-01-01,45.241
Annual,Renewable energy - electricity,Percentage,Croatia,2015-01-01,45.409
Annual,Renewable energy - electricity,Percentage,Croatia,2016-01-01,46.667
Annual,Renewable energy - electricity,Percentage,Croatia,2017-01-01,46.437
Annual,Renewable energy - electricity,Percentage,Croatia,2018-01-01,48.139
Annual,Renewable energy - electricity,Percentage,Croatia,2019-01-01,49.783
Annual,Renewable energy - electricity,Percentage,Croatia,2020-01-01,53.816
Annual,Renewable energy - electricity,Percentage,Croatia,2021-01-01,53.471
Annual,Renewable energy - electricity,Percentage,Croatia,2022-01-01,56.245
Annual,Renewable energy - electricity,Percentage,Croatia,2023-01-01,57.518
Annual,Renewable energy - electricity,Percentage,Croatia,2024-01-01,58.04
Annual,Renewable energy - electricity,Percentage,Italy,2004-01-01,16.086
Annual,Renewable energy - electricity,Percentage,Italy,2005-01-01,16.293
Annual,Renewable energy - electricity,Percentage,Italy,2006-01-01,15.926
Annual,Renewable energy - electricity,Percentage,Italy,2007-01-01,15.954
Annual,Renewable energy - electricity,Percentage,Italy,2008-01-01,16.645
Annual,Renewable energy - electricity,Percentage,Italy,2009-01-01,18.807
Annual,Renewable energy - electricity,Percentage,Italy,2010-01-01,20.091
Annual,Renewable energy - electricity,Percentage,Italy,2011-01-01,23.546
Annual,Renewable energy - electricity,Percentage,Italy,2012-01-01,27.42
Annual,Renewable energy - electricity,Percentage,Italy,2013-01-01,31.302
Annual,Renewable energy - electricity,Percentage,Italy,2014-01-01,33.42
Annual,Renewable energy - electricity,Percentage,Italy,2015-01-01,33.459
Annual,Renewable energy - electricity,Percentage,Italy,2016-01-01,34.012
Annual,Renewable energy - electricity,Percentage,Italy,2017-01-01,34.104
Annual,Renewable energy - electricity,Percentage,Italy,2018-01-01,33.93
Annual,Renewable energy - electricity,Percentage,Italy,2019-01-01,34.969
Annual,Renewable energy - electricity,Percentage,Italy,2020-01-01,38.081
Annual,Renewable energy - electricity,Percentage,Italy,2021-01-01,35.996
Annual,Renewable energy - electricity,Percentage,Italy,2022-01-01,37.102
Annual,Renewable energy - electricity,Percentage,Italy,2023-01-01,38.905
Annual,Renewable energy - electricity,Percentage,Italy,2024-01-01,40.654
Annual,Renewable energy - electricity,Percentage,Cyprus,2004-01-01,0.019
Annual,Renewable energy - electricity,Percentage,Cyprus,2005-01-01,0.024
Annual,Renewable energy - electricity,Percentage,Cyprus,2006-01-01,0.034
Annual,Renewable energy - electricity,Percentage,Cyprus,2007-01-01,0.074
Annual,Renewable energy - electricity,Percentage,Cyprus,2008-01-01,0.285
Annual,Renewable energy - electricity,Percentage,Cyprus,2009-01-01,0.589
Annual,Renewable energy - electricity,Percentage,Cyprus,2010-01-01,1.39
Annual,Renewable energy - electricity,Percentage,Cyprus,2011-01-01,3.445
Annual,Renewable energy - electricity,Percentage,Cyprus,2012-01-01,4.927
Annual,Renewable energy - electricity,Percentage,Cyprus,2013-01-01,6.654
Annual,Renewable energy - electricity,Percentage,Cyprus,2014-01-01,7.399
Annual,Renewable energy - electricity,Percentage,Cyprus,2015-01-01,8.445
Annual,Renewable energy - electricity,Percentage,Cyprus,2016-01-01,8.587
Annual,Renewable energy - electricity,Percentage,Cyprus,2017-01-01,8.911
Annual,Renewable energy - electricity,Percentage,Cyprus,2018-01-01,9.357
Annual,Renewable energy - electricity,Percentage,Cyprus,2019-01-01,9.756
Annual,Renewable energy - electricity,Percentage,Cyprus,2020-01-01,12.041
Annual,Renewable energy - electricity,Percentage,Cyprus,2021-01-01,14.84
Annual,Renewable energy - electricity,Percentage,Cyprus,2022-01-01,16.963
Annual,Renewable energy - electricity,Percentage,Cyprus,2023-01-01,20.939
Annual,Renewable energy - electricity,Percentage,Cyprus,2024-01-01,24.086
Annual,Renewable energy - electricity,Percentage,Latvia,2004-01-01,45.958
Annual,Renewable energy - electricity,Percentage,Latvia,2005-01-01,43.023
Annual,Renewable energy - electricity,Percentage,Latvia,2006-01-01,40.414
Annual,Renewable energy - electricity,Percentage,Latvia,2007-01-01,38.622
Annual,Renewable energy - electricity,Percentage,Latvia,2008-01-01,38.733
Annual,Renewable energy - electricity,Percentage,Latvia,2009-01-01,41.942
Annual,Renewable energy - electricity,Percentage,Latvia,2010-01-01,42.051
Annual,Renewable energy - electricity,Percentage,Latvia,2011-01-01,44.694
Annual,Renewable energy - electricity,Percentage,Latvia,2012-01-01,44.877
Annual,Renewable energy - electricity,Percentage,Latvia,2013-01-01,48.685
Annual,Renewable energy - electricity,Percentage,Latvia,2014-01-01,51.037
Annual,Renewable energy - electricity,Percentage,Latvia,2015-01-01,52.205
Annual,Renewable energy - electricity,Percentage,Latvia,2016-01-01,51.251
Annual,Renewable energy - electricity,Percentage,Latvia,2017-01-01,54.352
Annual,Renewable energy - electricity,Percentage,Latvia,2018-01-01,53.499
Annual,Renewable energy - electricity,Percentage,Latvia,2019-01-01,53.423
Annual,Renewable energy - electricity,Percentage,Latvia,2020-01-01,53.357
Annual,Renewable energy - electricity,Percentage,Latvia,2021-01-01,51.399
Annual,Renewable energy - electricity,Percentage,Latvia,2022-01-01,53.519
Annual,Renewable energy - electricity,Percentage,Latvia,2023-01-01,54.317
Annual,Renewable energy - electricity,Percentage,Latvia,2024-01-01,55.514
Annual,Renewable energy - electricity,Percentage,Lithuania,2004-01-01,3.587
Annual,Renewable energy - electricity,Percentage,Lithuania,2005-01-01,3.831
Annual,Renewable energy - electricity,Percentage,Lithuania,2006-01-01,4.016
Annual,Renewable energy - electricity,Percentage,Lithuania,2007-01-01,4.652
Annual,Renewable energy - electricity,Percentage,Lithuania,2008-01-01,4.914
Annual,Renewable energy - electricity,Percentage,Lithuania,2009-01-01,5.869
Annual,Renewable energy - electricity,Percentage,Lithuania,2010-01-01,7.401
Annual,Renewable energy - electricity,Percentage,Lithuania,2011-01-01,9.02
Annual,Renewable energy - electricity,Percentage,Lithuania,2012-01-01,10.876
Annual,Renewable energy - electricity,Percentage,Lithuania,2013-01-01,13.149
Annual,Renewable energy - electricity,Percentage,Lithuania,2014-01-01,13.705
Annual,Renewable energy - electricity,Percentage,Lithuania,2015-01-01,15.543
Annual,Renewable energy - electricity,Percentage,Lithuania,2016-01-01,16.872
Annual,Renewable energy - electricity,Percentage,Lithuania,2017-01-01,18.255
Annual,Renewable energy - electricity,Percentage,Lithuania,2018-01-01,18.408
Annual,Renewable energy - electricity,Percentage,Lithuania,2019-01-01,18.79
Annual,Renewable energy - electricity,Percentage,Lithuania,2020-01-01,20.166
Annual,Renewable energy - electricity,Percentage,Lithuania,2021-01-01,21.278
Annual,Renewable energy - electricity,Percentage,Lithuania,2022-01-01,26.461
Annual,Renewable energy - electricity,Percentage,Lithuania,2023-01-01,36.469
Annual,Renewable energy - electricity,Percentage,Lithuania,2024-01-01,48.987
Annual,Renewable energy - electricity,Percentage,Luxembourg,2004-01-01,2.765
Annual,Renewable energy - electricity,Percentage,Luxembourg,2005-01-01,3.179
Annual,Renewable energy - electricity,Percentage,Luxembourg,2006-01-01,3.172
Annual,Renewable energy - electricity,Percentage,Luxembourg,2007-01-01,3.305
Annual,Renewable energy - electricity,Percentage,Luxembourg,2008-01-01,3.581
Annual,Renewable energy - electricity,Percentage,Luxembourg,2009-01-01,4.105
Annual,Renewable energy - electricity,Percentage,Luxembourg,2010-01-01,3.786
Annual,Renewable energy - electricity,Percentage,Luxembourg,2011-01-01,4.075
Annual,Renewable energy - electricity,Percentage,Luxembourg,2012-01-01,4.66
Annual,Renewable energy - electricity,Percentage,Luxembourg,2013-01-01,5.329
Annual,Renewable energy - electricity,Percentage,Luxembourg,2014-01-01,5.958
Annual,Renewable energy - electricity,Percentage,Luxembourg,2015-01-01,6.197
Annual,Renewable energy - electricity,Percentage,Luxembourg,2016-01-01,6.674
Annual,Renewable energy - electricity,Percentage,Luxembourg,2017-01-01,8.055
Annual,Renewable energy - electricity,Percentage,Luxembourg,2018-01-01,9.115
Annual,Renewable energy - electricity,Percentage,Luxembourg,2019-01-01,10.863
Annual,Renewable energy - electricity,Percentage,Luxembourg,2020-01-01,13.887
Annual,Renewable energy - electricity,Percentage,Luxembourg,2021-01-01,14.216
Annual,Renewable energy - electricity,Percentage,Luxembourg,2022-01-01,16.321
Annual,Renewable energy - electricity,Percentage,Luxembourg,2023-01-01,18.196
Annual,Renewable energy - electricity,Percentage,Luxembourg,2024-01-01,20.5
Annual,Renewable energy - electricity,Percentage,Hungary,2004-01-01,2.22
Annual,Renewable energy - electricity,Percentage,Hungary,2005-01-01,4.419
Annual,Renewable energy - electricity,Percentage,Hungary,2006-01-01,3.453
Annual,Renewable energy - electricity,Percentage,Hungary,2007-01-01,4.193
Annual,Renewable energy - electricity,Percentage,Hungary,2008-01-01,5.317
Annual,Renewable energy - electricity,Percentage,Hungary,2009-01-01,6.958
Annual,Renewable energy - electricity,Percentage,Hungary,2010-01-01,7.103
Annual,Renewable energy - electricity,Percentage,Hungary,2011-01-01,6.379
Annual,Renewable energy - electricity,Percentage,Hungary,2012-01-01,6.057
Annual,Renewable energy - electricity,Percentage,Hungary,2013-01-01,6.6
Annual,Renewable energy - electricity,Percentage,Hungary,2014-01-01,7.305
Annual,Renewable energy - electricity,Percentage,Hungary,2015-01-01,7.341
Annual,Renewable energy - electricity,Percentage,Hungary,2016-01-01,7.292
Annual,Renewable energy - electricity,Percentage,Hungary,2017-01-01,7.513
Annual,Renewable energy - electricity,Percentage,Hungary,2018-01-01,8.306
Annual,Renewable energy - electricity,Percentage,Hungary,2019-01-01,9.969
Annual,Renewable energy - electricity,Percentage,Hungary,2020-01-01,11.904
Annual,Renewable energy - electricity,Percentage,Hungary,2021-01-01,13.66
Annual,Renewable energy - electricity,Percentage,Hungary,2022-01-01,15.333
Annual,Renewable energy - electricity,Percentage,Hungary,2023-01-01,19.537
Annual,Renewable energy - electricity,Percentage,Hungary,2024-01-01,24.056
Annual,Renewable energy - electricity,Percentage,Malta,2004-01-01,0.0
Annual,Renewable energy - electricity,Percentage,Malta,2005-01-01,0.0
Annual,Renewable energy - electricity,Percentage,Malta,2006-01-01,0.0
Annual,Renewable energy - electricity,Percentage,Malta,2007-01-01,0.0
Annual,Renewable energy - electricity,Percentage,Malta,2008-01-01,0.0
Annual,Renewable energy - electricity,Percentage,Malta,2009-01-01,0.0
Annual,Renewable energy - electricity,Percentage,Malta,2010-01-01,0.032
Annual,Renewable energy - electricity,Percentage,Malta,2011-01-01,0.454
Annual,Renewable energy - electricity,Percentage,Malta,2012-01-01,1.115
Annual,Renewable energy - electricity,Percentage,Malta,2013-01-01,1.571
Annual,Renewable energy - electricity,Percentage,Malta,2014-01-01,3.333
Annual,Renewable energy - electricity,Percentage,Malta,2015-01-01,4.312
Annual,Renewable energy - electricity,Percentage,Malta,2016-01-01,5.714
Annual,Renewable energy - electricity,Percentage,Malta,2017-01-01,6.845
Annual,Renewable energy - electricity,Percentage,Malta,2018-01-01,7.702
Annual,Renewable energy - electricity,Percentage,Malta,2019-01-01,7.485
Annual,Renewable energy - electricity,Percentage,Malta,2020-01-01,9.489
Annual,Renewable energy - electricity,Percentage,Malta,2021-01-01,9.649
Annual,Renewable energy - electricity,Percentage,Malta,2022-01-01,10.109
Annual,Renewable energy - electricity,Percentage,Malta,2023-01-01,10.729
Annual,Renewable energy - electricity,Percentage,Malta,2024-01-01,10.655
Annual,Renewable energy - electricity,Percentage,Netherlands,2004-01-01,4.446
Annual,Renewable energy - electricity,Percentage,Netherlands,2005-01-01,6.297
Annual,Renewable energy - electricity,Percentage,Netherlands,2006-01-01,6.541
Annual,Renewable energy - electricity,Percentage,Netherlands,2007-01-01,5.963
Annual,Renewable energy - electricity,Percentage,Netherlands,2008-01-01,7.464
Annual,Renewable energy - electricity,Percentage,Netherlands,2009-01-01,9.069
Annual,Renewable energy - electricity,Percentage,Netherlands,2010-01-01,9.601
Annual,Renewable energy - electricity,Percentage,Netherlands,2011-01-01,9.74
Annual,Renewable energy - electricity,Percentage,Netherlands,2012-01-01,10.35
Annual,Renewable energy - electricity,Percentage,Netherlands,2013-01-01,9.911
Annual,Renewable energy - electricity,Percentage,Netherlands,2014-01-01,9.924
Annual,Renewable energy - electricity,Percentage,Netherlands,2015-01-01,11.04
Annual,Renewable energy - electricity,Percentage,Netherlands,2016-01-01,12.55
Annual,Renewable energy - electricity,Percentage,Netherlands,2017-01-01,13.812
Annual,Renewable energy - electricity,Percentage,Netherlands,2018-01-01,15.171
Annual,Renewable energy - electricity,Percentage,Netherlands,2019-01-01,18.23
Annual,Renewable energy - electricity,Percentage,Netherlands,2020-01-01,26.407
Annual,Renewable energy - electricity,Percentage,Netherlands,2021-01-01,33.251
Annual,Renewable energy - electricity,Percentage,Netherlands,2022-01-01,39.651
Annual,Renewable energy - electricity,Percentage,Netherlands,2023-01-01,46.419
Annual,Renewable energy - electricity,Percentage,Netherlands,2024-01-01,50.545
Annual,Renewable energy - electricity,Percentage,Austria,2004-01-01,61.627
Annual,Renewable energy - electricity,Percentage,Austria,2005-01-01,62.901
Annual,Renewable energy - electricity,Percentage,Austria,2006-01-01,63.527
Annual,Renewable energy - electricity,Percentage,Austria,2007-01-01,65.666
Annual,Renewable energy - electricity,Percentage,Austria,2008-01-01,65.88
Annual,Renewable energy - electricity,Percentage,Austria,2009-01-01,68.626
Annual,Renewable energy - electricity,Percentage,Austria,2010-01-01,66.361
Annual,Renewable energy - electricity,Percentage,Austria,2011-01-01,66.779
Annual,Renewable energy - electricity,Percentage,Austria,2012-01-01,67.439
Annual,Renewable energy - electricity,Percentage,Austria,2013-01-01,68.909
Annual,Renewable energy - electricity,Percentage,Austria,2014-01-01,71.059
Annual,Renewable energy - electricity,Percentage,Austria,2015-01-01,71.487
Annual,Renewable energy - electricity,Percentage,Austria,2016-01-01,72.521
Annual,Renewable energy - electricity,Percentage,Austria,2017-01-01,71.626
Annual,Renewable energy - electricity,Percentage,Austria,2018-01-01,74.189
Annual,Renewable energy - electricity,Percentage,Austria,2019-01-01,75.067
Annual,Renewable energy - electricity,Percentage,Austria,2020-01-01,78.204
Annual,Renewable energy - electricity,Percentage,Austria,2021-01-01,74.008
Annual,Renewable energy - electricity,Percentage,Austria,2022-01-01,73.64
Annual,Renewable energy - electricity,Percentage,Austria,2023-01-01,87.899
Annual,Renewable energy - electricity,Percentage,Austria,2024-01-01,90.065
Annual,Renewable energy - electricity,Percentage,Poland,2004-01-01,2.049
Annual,Renewable energy - electricity,Percentage,Poland,2005-01-01,2.512
Annual,Renewable energy - electricity,Percentage,Poland,2006-01-01,2.86
Annual,Renewable energy - electricity,Percentage,Poland,2007-01-01,3.316
Annual,Renewable energy - electricity,Percentage,Poland,2008-01-01,4.248
Annual,Renewable energy - electricity,Percentage,Poland,2009-01-01,5.713
Annual,Renewable energy - electricity,Percentage,Poland,2010-01-01,6.549
Annual,Renewable energy - electricity,Percentage,Poland,2011-01-01,8.078
Annual,Renewable energy - electricity,Percentage,Poland,2012-01-01,10.61
Annual,Renewable energy - electricity,Percentage,Poland,2013-01-01,10.676
Annual,Renewable energy - electricity,Percentage,Poland,2014-01-01,12.36
Annual,Renewable energy - electricity,Percentage,Poland,2015-01-01,13.401
Annual,Renewable energy - electricity,Percentage,Poland,2016-01-01,13.342
Annual,Renewable energy - electricity,Percentage,Poland,2017-01-01,13.082
Annual,Renewable energy - electricity,Percentage,Poland,2018-01-01,13.027
Annual,Renewable energy - electricity,Percentage,Poland,2019-01-01,14.356
Annual,Renewable energy - electricity,Percentage,Poland,2020-01-01,16.237
Annual,Renewable energy - electricity,Percentage,Poland,2021-01-01,17.167
Annual,Renewable energy - electricity,Percentage,Poland,2022-01-01,21.009
Annual,Renewable energy - electricity,Percentage,Poland,2023-01-01,25.793
Annual,Renewable energy - electricity,Percentage,Poland,2024-01-01,30.37
Annual,Renewable energy - electricity,Percentage,Portugal,2004-01-01,27.39
Annual,Renewable energy - electricity,Percentage,Portugal,2005-01-01,27.703
Annual,Renewable energy - electricity,Percentage,Portugal,2006-01-01,29.308
Annual,Renewable energy - electricity,Percentage,Portugal,2007-01-01,32.285
Annual,Renewable energy - electricity,Percentage,Portugal,2008-01-01,34.063
Annual,Renewable energy - electricity,Percentage,Portugal,2009-01-01,37.562
Annual,Renewable energy - electricity,Percentage,Portugal,2010-01-01,40.608
Annual,Renewable energy - electricity,Percentage,Portugal,2011-01-01,45.78
Annual,Renewable energy - electricity,Percentage,Portugal,2012-01-01,47.505
Annual,Renewable energy - electricity,Percentage,Portugal,2013-01-01,49.101
Annual,Renewable energy - electricity,Percentage,Portugal,2014-01-01,52.054
Annual,Renewable energy - electricity,Percentage,Portugal,2015-01-01,52.616
Annual,Renewable energy - electricity,Percentage,Portugal,2016-01-01,53.99
Annual,Renewable energy - electricity,Percentage,Portugal,2017-01-01,54.168
Annual,Renewable energy - electricity,Percentage,Portugal,2018-01-01,52.186
Annual,Renewable energy - electricity,Percentage,Portugal,2019-01-01,53.774
Annual,Renewable energy - electricity,Percentage,Portugal,2020-01-01,58.032
Annual,Renewable energy - electricity,Percentage,Portugal,2021-01-01,58.433
Annual,Renewable energy - electricity,Percentage,Portugal,2022-01-01,60.991
Annual,Renewable energy - electricity,Percentage,Portugal,2023-01-01,63.01
Annual,Renewable energy - electricity,Percentage,Portugal,2024-01-01,65.801
Annual,Renewable energy - electricity,Percentage,Romania,2004-01-01,28.427
Annual,Renewable energy - electricity,Percentage,Romania,2005-01-01,28.775
Annual,Renewable energy - electricity,Percentage,Romania,2006-01-01,28.054
Annual,Renewable energy - electricity,Percentage,Romania,2007-01-01,28.108
Annual,Renewable energy - electricity,Percentage,Romania,2008-01-01,28.075
Annual,Renewable energy - electricity,Percentage,Romania,2009-01-01,30.894
Annual,Renewable energy - electricity,Percentage,Romania,2010-01-01,30.378
Annual,Renewable energy - electricity,Percentage,Romania,2011-01-01,31.131
Annual,Renewable energy - electricity,Percentage,Romania,2012-01-01,33.567
Annual,Renewable energy - electricity,Percentage,Romania,2013-01-01,37.516
Annual,Renewable energy - electricity,Percentage,Romania,2014-01-01,41.679
Annual,Renewable energy - electricity,Percentage,Romania,2015-01-01,43.161
Annual,Renewable energy - electricity,Percentage,Romania,2016-01-01,42.712
Annual,Renewable energy - electricity,Percentage,Romania,2017-01-01,41.965
Annual,Renewable energy - electricity,Percentage,Romania,2018-01-01,41.793
Annual,Renewable energy - electricity,Percentage,Romania,2019-01-01,42.616
Annual,Renewable energy - electricity,Percentage,Romania,2020-01-01,43.374
Annual,Renewable energy - electricity,Percentage,Romania,2021-01-01,42.676
Annual,Renewable energy - electricity,Percentage,Romania,2022-01-01,43.726
Annual,Renewable energy - electricity,Percentage,Romania,2023-01-01,47.391
Annual,Renewable energy - electricity,Percentage,Romania,2024-01-01,47.645
Annual,Renewable energy - electricity,Percentage,Slovenia,2004-01-01,29.271
Annual,Renewable energy - electricity,Percentage,Slovenia,2005-01-01,28.654
Annual,Renewable energy - electricity,Percentage,Slovenia,2006-01-01,28.231
Annual,Renewable energy - electricity,Percentage,Slovenia,2007-01-01,27.697
Annual,Renewable energy - electricity,Percentage,Slovenia,2008-01-01,29.962
Annual,Renewable energy - electricity,Percentage,Slovenia,2009-01-01,33.756
Annual,Renewable energy - electricity,Percentage,Slovenia,2010-01-01,32.2
Annual,Renewable energy - electricity,Percentage,Slovenia,2011-01-01,31.045
Annual,Renewable energy - electricity,Percentage,Slovenia,2012-01-01,31.637
Annual,Renewable energy - electricity,Percentage,Slovenia,2013-01-01,33.081
Annual,Renewable energy - electricity,Percentage,Slovenia,2014-01-01,33.935
Annual,Renewable energy - electricity,Percentage,Slovenia,2015-01-01,32.722
